OTUID,Domain,Phylum,Class,Order,Family,Genus,Species
562272a12aa5a278b7c66d578a7402d7,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Aureispira,Saprospira_sp.
dce4176cf7c4cc69aef7952bd687e5ea,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Algibacter,Algibacter_sp.
2662fcf267e2bcfd4130da391a6c36a2,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Reichenbachiella,Bacteroidetes_bacterium
fe62bf0db07e2bc8010ca489c05ee924,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Tunicatimonas,uncultured_bacterium
677327478ed902585d4603668f1d1d84,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Algitalea,
cd9e7f19034f5c206fe50135ab092d34,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Portibacter,uncultured_bacterium
314eea147e781b927c47df9e7b78cb82,Bacteria,Proteobacteria,Gammaproteobacteria,Granulosicoccales,Granulosicoccaceae,Granulosicoccus,uncultured_bacterium
a309d1598eb7ffce4abe343755b4bccf,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Vicingus,uncultured_bacterium
e9a4473b5bef710d7c59d1a945c591f3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
b5fae0c22cb8eddfa12b078831aa5a6b,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Marinicella,uncultured_gamma
176c74baf98f71ed10be116c48d15eed,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
16baf096a3232d3b0a236afedc273037,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,OM60(NOR5)_clade,
331698c29024dfc5f9e005ec7eecf0bf,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Xenococcaceae,Pleurocapsa_PCC-7319,
b6e739329b6abc84df8757d8485e0121,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter,uncultured_bacterium
2b3238aaa9c3c3e791ab61866ff13b24,Bacteria,Patescibacteria,Gracilibacteria,JGI_0000069-P22,JGI_0000069-P22,JGI_0000069-P22,
89d1165cf714809ddde5e5dd49ec3dda,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,
3a5e047400ed9694f086fdbf90c92971,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula,uncultured_planctomycete
7bb66ad96f692acaeba00d24740f688c,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Marinoscillum,Marinoscillum_luteum
987cbed3c4d3fa2a0a1b7fb6622e3ebd,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosarcinaceae,Sva0081_sediment_group,
c528bae3d95d024aca4d51bff7ee98d4,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,,
e7f7d2eb3014c0731ab46d28d0409410,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,
1f0c9f58aaa6e47fcba5e2aff68ddeb8,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,uncultured,uncultured_gamma
c69bdec4475449881be24a0e330120c2,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,
d2a925d3bb3ccc5ae1bd6b97494b4f16,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,
3c69b7117b482f4e5d6cc603de3f69fa,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Persicirhabdus,
652bb62d0873f724263aa3e200f604b9,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,DEV007,uncultured_bacterium
f77a28dd16f140421822aeac5949a629,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,Moraxella_atlantae
1181a4bffcd5dd8ddba983d117e5cc25,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,uncultured,uncultured_bacterium
d300e4b1acaf4ef9fb8da0e4dbe00389,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
44aa6841427e5b7ff7456edbe4370962,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudahrensia,uncultured_bacterium
5ccfa5ca5128eeac94fbd8424b91e077,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidetes_BD2-2,Bacteroidetes_BD2-2,
496085b9809ffc7b109b2a5a1086bef7,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured_Cytophaga
ebde622646f16b3bbaeaa44c9dbf4692,Bacteria,Cyanobacteria,Cyanobacteriia,Phormidesmiales,Phormidesmiaceae,Phormidesmis_ANT.LACV5.1,Oscillatoriales_cyanobacterium
8b9bd11d1ba38c0057490754b4d282d7,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10,
521cf25500e5262635cf8208b41fcd70,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,BIrii41,metagenome
058ba003e9ecbfc5654a54a9205978cb,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutibacter,
158270d2ea5f34172cf5888e5bacd9ef,Bacteria,Cyanobacteria,Cyanobacteriia,Phormidesmiales,Phormidesmiaceae,Phormidesmis_ANT.LACV5.1,
35f02d1c6974ed1ad43676565d1172d2,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Endozoicomonadaceae,Endozoicomonas,uncultured_bacterium
88e61d6d1f8f34a897b78c4071702cef,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,uncultured,uncultured_bacterium
1aa9542be6b7d6b6f75d0c92cd800c60,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera,
e5a35ace146172dd7987097f1c42a412,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
649d69baaf6cd6543dfba677f3ac9e4e,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
29711df28dc460aaf29551af402d0367,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured_bacterium
1d8fecc534cea48ab8b9ca8de349ca07,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Spongiibacteraceae,,
87b623b48dd688c7a533c21be085f93d,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Psychromonadaceae,Psychromonas,
9f59ca0c7efd46270041d28a4fa8c719,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Litoreibacter,uncultured_bacterium
1750d8f9d01fe6ccede2a6fd762ce875,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,
ec2874315051034f2f3f6bed835c78a1,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Candidatus_Thiobios,uncultured_gamma
1fe3a27f5e5890e33680db71216a8215,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,BIrii41,uncultured_bacterium
22f56126c910e2be797b21c131272b02,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,,
75cd21b3c33b0a4b299c79f86c13c532,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured,
0737019286ad1fdc22243ac82c61fab6,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,uncultured,uncultured,uncultured_bacterium
e4e2588bea02755eda1b8b2e0cabb9d3,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,AB1,AB1,
175cc8dabd53afaae519fdfef9f7a75f,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
b2a02887f1e1facf29b257c7a5a65f5d,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,
b1b4f0252b6bae500c5d4fbdc20cf167,Bacteria,Chloroflexi,KD4-96,KD4-96,KD4-96,KD4-96,
8b03652b7b61fa9d56b13abdae70339d,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,uncultured_deep-sea
c702d3c5ec8f1d805583488310853191,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NS9_marine_group,
c4fb55aabd0ab5e08155337372c9bdd3,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae,
0372e57922851d84a81047c1f96dcd4f,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS7_marine_group,NS7_marine_group,uncultured_bacterium
40cd92bb0dfe95f61b8fc0fea2cabe92,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,
6ca5e29450e05d50c637dd4ed6826e16,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Pseudofulvibacter,uncultured_bacterium
2efeeaaa32e56ecaa51615c4243dcc13,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Saccharospirillaceae,Reinekea,
959c924052f4166bee931341a3cb6392,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured,uncultured_bacterium
0ba4e2941d02b3e73fb03ede31549e6b,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,Kiloniella,
e6368bbb754ae32de637a7491e9579ef,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Haloferula,uncultured_bacterium
ab06df455cb89b1049840187fd3e4ef0,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,uncultured,uncultured,uncultured_bacterium
e6897bd9f93ff80025dd2c8ba770d56d,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,Perspicuibacter,uncultured_bacterium
421ab721c20de196c156fdb960a5ec4d,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,
9e5455209757cb7736c06a4dad45c0df,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,uncultured,uncultured,alpha_proteobacterium
ae17a0e42cdce26558de58968eb1c24b,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Roseibacillus,
84cf46a22a3dace3d6be355ab1ea7cbe,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquibacter,
0544bb49e6d74565b3f9c7173da6a4a2,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,
837d3cd94edbbbed880701bfe35c95d0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter,
6a8f7de0841168e62c651bd2257a7993,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,uncultured,uncultured_bacterium
74241a21f21d4706cf8c57a4f1dbe25e,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,uncultured,uncultured_Actinomycetales
107ff2509a7805cefbbf26c46be2086b,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,
91d74ed44f289e3beaa0fb1e97a33449,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Halioglobus,
ff613c03cbc386f1a919e64ffc181458,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,uncultured,uncultured_Bacteroidetes/Chlorobi
b46544c48d435cddac4a85a2a28a4a17,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
fc3ae0bbaf2ecac91596a8c0d37a3ec1,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,uncultured,uncultured_bacterium
9ea89243db2c52ab4480f2c222ed064c,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,uncultured_Bacteroidetes
0c56a46894aff0be4335ebbc10ca7dd7,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Wenyingzhuangia,Wenyingzhuangia_heitensis
75ff56c4556e6aef6e4ab0c08da2188f,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Glaciecola,uncultured_bacterium
9a4b98333b3ea1806d7c5c36987f09f3,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
9ff10c193b18b8310dc3513c760691c8,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
eb2651a240449329e7d4bd4070e43bfc,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,,
fb06e338d34a31737b0b63ea48d337f0,Bacteria,NB1-j,NB1-j,NB1-j,NB1-j,NB1-j,uncultured_organism
602e5e2318b2b4c7ee835c91c5215a6f,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Sedimenticola,uncultured_gamma
11514b409e3b90d6c0522bb837866090,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula,uncultured_bacterium
1382f39a3fa31581cb41e0e5f9a5618c,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,uncultured,
0fb910bd1476700662bb5cd461075f25,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_persica
5da59b4ff235392d1a25a27e619462d4,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,uncultured_Crocinitomix
a46198286b7f670e01518ef9a6394b8b,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosarcinaceae,Desulfosarcina,
a869bc224e7082d2b7fcdd5021ca468c,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter,Maribacter_sp.
2208ffbc8148ee3bc0f49a37b6184c24,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,JTB215,uncultured_Gram-positive
4561e2597274f396b03bbba89a13d5c5,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,
2a89fc0672387e8b66c7e0723b5f79c8,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,DEV007,uncultured_bacterium
029c979fd62c7719effa628943f33a23,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,
0128bfd23b1a2e7a891b37e5825c8154,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter,
e58e4313309cd21df0a005ace592244b,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter,Maribacter_sp.
0d567b9d0252e9f25303b82b44cbee50,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,
a5184be53a6d773080019a1b96e81c57,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Haloferula,uncultured_bacterium
ecf78384fe6a62e0502bcd20d6edb204,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Cellvibrionaceae,uncultured_bacterium
feb61a70f2b3ade7d1af9105533fac6a,Bacteria,Firmicutes,Bacilli,Entomoplasmatales,Entomoplasmatales_Incertae_Sedis,Candidatus_Hepatoplasma,
3abb531b0087efa523b3821462d2079e,Bacteria,Proteobacteria,Gammaproteobacteria,Granulosicoccales,Granulosicoccaceae,Granulosicoccus,Granulosicoccus_marinus
4db1351e4bb30137ed0b973331e5df44,Bacteria,Cyanobacteria,Sericytochromatia,Sericytochromatia,Sericytochromatia,Sericytochromatia,Hyaloperonospora_arabidopsidis
540e94f91f79b1419b224e6cc3bb61a2,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Halioglobus,uncultured_bacterium
4e1b6e9b4541f15047ec3cc6be667459,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,
5a69b47a92b807c8c648979be93f24dd,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter,
4588616695cf94556e3976b94586dde2,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group,uncultured_organism
e499e8a3c2cf0ab705e47fc1532c02e1,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,uncultured,
375a560e45c5bdc5a48ae2f9808d305d,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Citreitalea,uncultured_bacterium
bec676d0ca2faef872a1b1a8e91229ed,Bacteria,Proteobacteria,Gammaproteobacteria,SZB50,SZB50,SZB50,uncultured_bacterium
7c5e6f66212034d345f58ff8acb82bcb,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tateyamaria,
58c1200ba75636b9b134dfb548685046,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
c85e2ffb544283f73b10a7a2931b8436,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured_bacterium
5611de20901d32be37b9b28d2cdb7b64,Bacteria,Planctomycetota,OM190,OM190,OM190,OM190,
f97028a091395d09ea3027c8f7eb96b4,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Tunicatimonas,
1d05c9cff9d5fad6867c9f3ac7ad67be,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,
0ef988ba5fc0c02118776b152499e284,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,Planctomicrobium,uncultured_planctomycete
b25d8872ff58c736bb0042337d466f39,Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Holosporaceae,Candidatus_Paraholospora,Candidatus_Paraholospora
ac06e7c4df445d8e2e3ea4b6ea7c8039,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
abce796ecf8755151dbad344685b3280,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,,
4739d137cda38ff6e9855ca59f5a5ac4,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,uncultured,uncultured,
3675c08fb505a381ac655c1acb59ab0f,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,
f226bf7a85a7198011d62336de7ef03e,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidetes_BD2-2,Bacteroidetes_BD2-2,uncultured_Cytophagales
a21d30d98772df62c7574ad7c1c2499a,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Parasphingopyxis,uncultured_bacterium
145db3df16bfb4d4a3fd5f067dfab7e8,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,uncultured,uncultured,
bbed4405c17babfc821b6a473b617f67,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosarcinaceae,Desulfosarcina,
033edb8b7b5a3d92470446ca71a5faeb,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,,
10db5e2fb372623e7ba4129b7eff6315,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,,
1fb1a3b8d604cc2e3e827e6ab84c39c9,Bacteria,NB1-j,NB1-j,NB1-j,NB1-j,NB1-j,hydrothermal_vent
42db38b6be91120058a7ed70d17a3d36,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Schleiferiaceae,Schleiferia,uncultured_Bacteroidetes
06aa621d956628478937c51f6599aede,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella,
9b4349a5410b4721939076822fd91153,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,
83f794e7dec812a0d0ecf6b52eb51644,Bacteria,Planctomycetota,vadinHA49,vadinHA49,vadinHA49,vadinHA49,uncultured_bacterium
70bcd51b1ef901934f0df8890dfb1650,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcus,
43f9f77b31fe7c0a756380e467754dbd,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,
c75b24c9db847bf0b7612d860b009c94,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,HTCC5015,uncultured_gamma
cf9499893c99f6c99c06e9b9d1f80658,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured,Rhodobacterales_bacterium
1531ee49a81f17d869958033e1903041,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,uncultured,uncultured_bacterium
820ca89077cb85f3b8ab33bea712a5f0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
1de86b6694cdbffbe57caa69ec623816,Bacteria,Latescibacterota,Latescibacterota,Latescibacterota,Latescibacterota,Latescibacterota,uncultured_organism
513a360d780435f650847dc533dd1569,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,,
52ac9bc15ff606a97dddc4903693d814,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Candidatus_Thiobios,uncultured_gamma
2b8e9ca0e8d31653297506e04c221bc9,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Vicingus,uncultured_Cryomorphaceae
921e0e4484aa8b77619583a9b5ebeda7,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,Arenicella,uncultured_bacterium
227ce3c1d3893739529a7702c364d3ae,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Nitrincolaceae,Neptunomonas,
e9863900ae1802d4fd040cd5e2f69b6c,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,EC94,EC94,
77bba12ca9b3e1a9a958d52c2c29437c,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Thioglobaceae,SUP05_cluster,
550f6b640e87b8abcbf0f74eabd2b1bd,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,
bcc6938dc75563e38cd4bb3719601ec1,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,uncultured,uncultured,uncultured_actinobacterium
a4f0a17cfe847c0b5a24d23bc303997b,Bacteria,Proteobacteria,Gammaproteobacteria,HOC36,HOC36,HOC36,
942dc7802e5a52dccb71acb3a4941cd2,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Rubritalea,uncultured_bacterium
7e50965d9aafc230a6279351f6209da5,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_5,Clostridium_putrefaciens
feea68f100a7c24289a4249163945ee7,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,
2a55c89dcfa4eb3f42c6424cc3400c13,Bacteria,Proteobacteria,Gammaproteobacteria,BD7-8,BD7-8,BD7-8,
96e1bb4a7d4f4984727fea68b9aa515a,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Lamprocystis,uncultured_marine
925809c7421fc718573357e222f77032,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Algitalea,uncultured_bacterium
6bcc953d71354f5f2bfc61033a7724b5,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Photobacterium,
6ead6e550a045044d75f93510572e6fc,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10,Holophaga_sp.
37afb51be48c664c44625b3822ba1401,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Algitalea,uncultured_bacterium
a7fdab31a7a17b5127d4c0d74557bb3b,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NS9_marine_group,
2abe1e6e47c81bb000d4c3cd3a59ab11,Bacteria,Bacteroidota,Bacteroidia,,,,
642e56ee065c6a780c71cdbd1179a0fb,Bacteria,Cyanobacteria,Cyanobacteriia,Thermosynechococcales,Acaryochloridaceae,Acaryochloris_MBIC11017,uncultured_Acaryochloris
64e6779869a1795c04c4180031077301,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Owenweeksia,
19559b2d5e67eb22b7fe7b554db68a38,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,uncultured,uncultured_organism
cece9d4c7088d6281a217150248926c4,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
e5137d28be46599483d0399e4980ccc2,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ulvibacter,uncultured_Bacteroidetes
9f51a0f52b32f18d7a6059d85d064316,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Cellvibrio,metagenome
bc2fdd30a9eb11d992c5eb1265c31255,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,uncultured,metagenome
f99ee3cc166ad611212eba1f701aa79a,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,
e89b5f0144bfc7d2611ef6b580c79da8,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Portibacter,
b40a52d17e91d840325f84882724ce90,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,,
9e8e874563a1771f283e0d23a7dfbd1b,Bacteria,Proteobacteria,Gammaproteobacteria,HOC36,HOC36,HOC36,uncultured_bacterium
a77a79609a0e3d341c4b31fcdb8bbb32,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,uncultured,uncultured_Alphaproteobacteria
9b3a591ebf0049938657c5c063be5cdc,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS2b_marine_group,
3fa63500ae71f344943fccf1eed3c66a,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured,
9390f8b182be78bd65513292bb3c20f2,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,,
d35d9611177318bec2165f0b22d3e765,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,Clade_II,
aadef20c1d331be9d5a99bcb67ab04b1,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,IMCC26207,uncultured_bacterium
d313e72000a68f50a93678dc56df3deb,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,
6e5de6efad0838e9c69879f6e075626b,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,uncultured,uncultured,
